"school_name","county","total","n_ed","n_ell","n_swd","race","count"
"LOVEJOY DISCOVERY SCHOOL #43","ERIE",596,532,21,174,"multi",82
"LOWER EAST SIDE PREPARATORY HIGH SCHOOL","NEW YORK",498,380,359,39,"multi",0
"LOWER MANHATTAN ARTS ACADEMY","NEW YORK",292,222,20,108,"multi",0
"LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL","NEW YORK",385,213,23,115,"multi",14
"LUCERO ELEMENTARY SCHOOL","BRONX",416,405,182,93,"multi",1
"LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY","BRONX",345,291,145,75,"multi",0
"LYONS COMMUNITY SCHOOL","KINGS",471,426,49,125,"multi",2
"MADIBA PREP MIDDLE SCHOOL","KINGS",175,160,10,64,"multi",2
"MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH","KINGS",946,209,43,210,"multi",52
"MANHATTAN ACADEMY FOR ARTS AND LANGUAGES","NEW YORK",237,230,156,29,"multi",0
"MANHATTAN BRIDGES HIGH SCHOOL","NEW YORK",532,466,246,43,"multi",2
"MANHATTAN BUSINESS ACADEMY","NEW YORK",422,370,27,93,"multi",5
"MANHATTAN CENTER FOR SCIENCE & MATHEMATICS","NEW YORK",1658,1344,114,246,"multi",11
"MANHATTAN CHARTER SCHOOL","NEW YORK",241,206,35,62,"multi",2
"MANHATTAN CHARTER SCHOOL II","NEW YORK",184,162,11,48,"multi",3
"MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL","NEW YORK",548,494,313,53,"multi",4
"MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING","NEW YORK",414,304,16,82,"multi",10
"MANHATTAN INTERNATIONAL HIGH SCHOOL","NEW YORK",315,235,223,7,"multi",0
"MANHATTAN VILLAGE ACADEMY","NEW YORK",452,350,9,71,"multi",1
"MANHATTAN/HUNTER SCIENCE HIGH SCHOOL","NEW YORK",441,264,0,62,"multi",20
"MANOR INTERMEDIATE SCHOOL","MONROE",603,137,4,60,"multi",14
"MAPLE EAST ELEMENTARY SCHOOL","ERIE",609,73,26,57,"multi",34
"MAPLE WEST ELEMENTARY SCHOOL","ERIE",629,146,31,85,"multi",47
"MAPLEMERE ELEMENTARY SCHOOL","ERIE",364,193,0,39,"multi",18
"MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES","BRONX",446,401,132,61,"multi",0
"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED HLTH PROF","BRONX",429,331,54,104,"multi",3
"MARILLA PRIMARY SCHOOL","ERIE",228,45,1,30,"multi",5
"MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED","KINGS",1337,491,18,195,"multi",113
"MARTA VALLE HIGH SCHOOL","NEW YORK",127,113,8,35,"multi",2
"MARTHA BROWN MIDDLE SCHOOL","MONROE",706,154,1,84,"multi",18
"MARTIN LUTHER KING JR #48","ERIE",285,272,95,56,"multi",19
"MARTIN ROAD ELEMENTARY SCHOOL","ERIE",568,491,119,110,"multi",27
"MARTIN VAN BUREN HIGH SCHOOL","QUEENS",1169,881,143,145,"multi",13
"MARVA J DANIEL FUTURES PREPARATORY SCHOOL","ERIE",438,418,82,92,"multi",16
"MARY K VOLLMER ELEMETNARY SCHOOL","MONROE",643,241,40,42,"multi",37
"MARYVALE HIGH SCHOOL","ERIE",677,331,31,79,"multi",28
"MARYVALE INTERMEDIATE SCHOOL","ERIE",462,259,35,77,"multi",21
"MARYVALE MIDDLE SCHOOL","ERIE",490,264,36,76,"multi",27
"MARYVALE PRIMARY SCHOOL","ERIE",515,275,62,54,"multi",24
"MASPETH HIGH SCHOOL","QUEENS",1213,680,37,201,"multi",79
"MATH AND SCIENCE EXPLORATORY SCHOOL (THE)","KINGS",545,149,6,138,"multi",20
"MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)","ERIE",730,658,85,180,"multi",18
"MATH, ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL","KINGS",476,395,57,72,"multi",30
"MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS","QUEENS",383,283,50,40,"multi",2
"MATILDA AVENUE SCHOOL (THE)","BRONX",165,125,8,20,"multi",2
"MAURICE SENDAK COMMUNITY SCHOOL (THE)","KINGS",328,59,6,48,"multi",29
"MCKINLEY VOCATIONAL HIGH SCHOOL","ERIE",1036,863,125,185,"multi",18
"MEDGAR EVERS COLLEGE PREPARATORY SCHOOL","KINGS",1340,904,6,98,"multi",22
"MENDON CENTER ELEMENTARY SCHOOL","MONROE",785,19,21,74,"multi",47
"MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL","QUEENS",523,334,9,107,"multi",8
"MERTON WILLIAMS MIDDLE SCHOOL","MONROE",692,200,3,91,"multi",18
"METROPOLITAN DIPLOMA PLUS HIGH SCHOOL","KINGS",183,170,3,71,"multi",1
"METROPOLITAN EXPEDITIONARY LEARNING SCHOOL","QUEENS",833,593,17,157,"multi",22
"METROPOLITAN HIGH SCHOOL (THE)","BRONX",350,328,80,105,"multi",2
"METROPOLITAN LIGHTHOUSE CHARTER SCHOOL","BRONX",606,558,107,69,"multi",0
"METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE)","BRONX",426,389,65,105,"multi",1
"MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE","QUEENS",511,365,7,91,"multi",1
"MIDDLE EARLY COLLEGE HIGH SCHOOL","ERIE",324,247,12,64,"multi",8
"MIDDLE SCHOOL 322","NEW YORK",388,369,158,98,"multi",1
"MIDDLE SCHOOL FOR ART AND PHILOSPHY","KINGS",174,157,12,57,"multi",0
"MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL","QUEENS",402,237,12,55,"multi",0
"MIDWOOD HIGH SCHOOL","KINGS",4161,3085,111,517,"multi",108
"MILL MIDDLE SCHOOL","ERIE",849,209,10,125,"multi",32
"MILLENIUM ART ACADEMY","BRONX",425,321,31,113,"multi",0
"MILLENNIUM BROOKLYN HIGH SCHOOL","KINGS",671,244,2,102,"multi",41
"MILLENNIUM HIGH SCHOOL","NEW YORK",683,346,5,86,"multi",39
"MILTON FEIN SCHOOL","BRONX",692,557,140,89,"multi",2
"MINERVA DELAND SCHOOL","MONROE",435,112,10,72,"multi",4
"MONICA B LEARY ELEMENTARY SCHOOL","MONROE",422,111,19,44,"multi",33
"MORRIS ACADEMY FOR COLLABORATIVE STUDIES","BRONX",399,379,66,107,"multi",0
"MOSAIC PREPARATORY ACADEMY","NEW YORK",270,257,28,106,"multi",2
"MOTT HALL BRIDGES ACADEMY","KINGS",200,186,3,64,"multi",0
"MOTT HALL BRONX HIGH SCHOOL","BRONX",376,346,41,88,"multi",1
"MOTT HALL CHARTER SCHOOL","BRONX",269,263,36,42,"multi",1
"MOTT HALL COMMUNITY SCHOOL","BRONX",339,291,36,106,"multi",0
"MOTT HALL HIGH SCHOOL","NEW YORK",287,267,56,89,"multi",2
"MOTT HALL II","NEW YORK",429,279,16,106,"multi",19
"MOTT HALL III","BRONX",355,331,19,62,"multi",2
"MOTT HALL IV","KINGS",173,144,2,58,"multi",0
"MOTT HALL SCHOOL (THE)","NEW YORK",301,234,7,42,"multi",3
"MOTT HALL V","BRONX",665,594,97,205,"multi",0
"MOTT HAVEN ACADEMY CHARTER SCHOOL","BRONX",414,400,57,101,"multi",3
"MOTT HAVEN COMMUNITY HIGH SCHOOL","BRONX",227,196,20,71,"multi",0
"MOTT HAVEN VILLAGE PREP HIGH SCHOOL","BRONX",333,323,69,103,"multi",4
"MOUNT EDEN CHILDREN'S ACADEMY","BRONX",374,354,88,68,"multi",4
"MS 101 EDWARD R BYRNE","BRONX",543,397,7,134,"multi",2
"MS 113 RONALD EDMONDS LEARNING CENTER","KINGS",350,312,19,110,"multi",6
"MS 129 ACADEMY OF INDEPENDENT LEARNING AND LEADERSHIP","BRONX",543,497,73,148,"multi",0
"MS 131","NEW YORK",401,357,100,105,"multi",2
"MS 137 AMERICA'S SCHOOL OF HEROES","QUEENS",1916,1596,191,320,"multi",4
"MS 158 MARIE CURIE","QUEENS",1078,609,69,141,"multi",21
"MS 180 DR DANIEL HALE WILLIAMS","BRONX",1020,699,33,207,"multi",11
"MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE)","BRONX",664,633,53,133,"multi",1
"MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS","NEW YORK",186,129,10,53,"multi",6
"MS 243 CENTER SCHOOL","NEW YORK",240,34,0,46,"multi",15
"MS 245 COMPUTER SCHOOL (THE)","NEW YORK",403,120,7,88,"multi",20
"MS 246 WALT WHITMAN","KINGS",409,353,108,96,"multi",1
"MS 247 DUAL LANGUAGE MIDDLE SCHOOL","NEW YORK",224,203,57,67,"multi",0
"MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL","NEW YORK",159,114,11,48,"multi",3
"MS 255 SALK SCHOOL OF SCIENCE","NEW YORK",395,58,1,63,"multi",31
"MS 256 ACADEMIC AND ATHLETIC EXCELLENCE","NEW YORK",153,116,19,31,"multi",2
"MS 260 CLINTON SCHOOL WRITERS & ARTISTS","NEW YORK",721,124,2,127,"multi",48
"MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL","KINGS",157,132,9,54,"multi",1
"MS 267 MATH, SCIENCE & TECHNOLOGY","KINGS",236,204,11,85,"multi",0
"MS 297","NEW YORK",559,162,19,126,"multi",23
"MS 301 PAUL L DUNBAR","BRONX",246,230,65,57,"multi",0
"MS 302 LUISA DESSUS CRUZ","BRONX",473,460,101,139,"multi",2
"MS 319 MARIE TERESA","NEW YORK",387,372,152,107,"multi",0
"MS 324 PATRIA MIRABAL","NEW YORK",339,314,116,103,"multi",0
"MS 328 MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY","NEW YORK",207,202,103,75,"multi",0
"MS 35 STEPHEN DECATUR","KINGS",220,195,8,69,"multi",0
"MS 358","QUEENS",366,315,61,73,"multi",2
"MS 390","BRONX",536,511,149,142,"multi",0
"MS 394","KINGS",366,317,31,54,"multi",1
"MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION","KINGS",301,102,11,105,"multi",10
"MS 51 WILLIAM ALEXANDER","KINGS",1134,369,26,232,"multi",55
"MS 53 BRIAN PICCOLO","QUEENS",227,201,36,83,"multi",2
"MS 582","KINGS",289,242,37,99,"multi",3
"MS 594","BRONX",190,182,53,54,"multi",0
"MS 61 DR GLADSTONE H ATWELL","KINGS",669,496,30,128,"multi",1
"MS 839","KINGS",343,145,8,101,"multi",14
"MS 907","KINGS",40,35,1,11,"multi",1
"MULLEN ELEMENTARY SCHOOL","ERIE",250,129,1,60,"multi",10
"MULTICULTURAL HIGH SCHOOL","KINGS",264,247,219,3,"multi",0
"MURRAY HILL ACADEMY","NEW YORK",303,265,12,74,"multi",7
"MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS","NEW YORK",186,145,10,40,"multi",2
"MUSCOTA","NEW YORK",293,104,18,56,"multi",18
"NATIVE AMERICAN MAGNET","ERIE",406,382,135,90,"multi",22
"NEIGHBORHOOD CHARTER SCHOOL OF HARLEM","NEW YORK",585,475,45,183,"multi",5
"NEIGHBORHOOD SCHOOL","NEW YORK",271,111,4,74,"multi",11
"NEIL ARMSTRONG SCHOOL","MONROE",406,263,30,49,"multi",37
"NELSON MANDELA HIGH SCHOOL","KINGS",253,204,2,82,"multi",3
"NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK","BRONX",651,636,108,210,"multi",1
"NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)","KINGS",365,272,8,60,"multi",2
"NEW BRIDGES ELEMENTARY SCHOOL","KINGS",380,338,38,106,"multi",6
"NEW BUFFALO - CULINARY ART, HOSPITAL","ERIE",361,294,34,113,"multi",9
"NEW DAWN CHARTER HIGH SCHOOL","KINGS",216,189,13,104,"multi",1
"NEW DESIGN HIGH SCHOOL","NEW YORK",425,331,22,117,"multi",5
"NEW DESIGN MIDDLE SCHOOL","NEW YORK",145,139,15,62,"multi",0
"NEW DIRECTIONS SECONDARY SCHOOL","BRONX",215,205,81,66,"multi",0
"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL","NEW YORK",1752,429,28,175,"multi",123
"NEW HEIGHTS ACADEMY CHARTER SCHOOL","NEW YORK",784,740,111,116,"multi",0
"NEW HEIGHTS MIDDLE SCHOOL","KINGS",258,204,20,85,"multi",3
"NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL","BRONX",321,285,98,91,"multi",1
"NEW SCHOOL FOR LEADERSHIP AND JOURNALISM (THE)","BRONX",749,738,173,181,"multi",2
"NEW UTRECHT HIGH SCHOOL","KINGS",3406,2763,651,577,"multi",16
"NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE III","KINGS",397,327,17,56,"multi",9
"NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE","BRONX",496,390,31,72,"multi",12
"NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II","BRONX",556,477,52,107,"multi",8
"NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE)","BRONX",526,437,35,116,"multi",3
"NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","BRONX",486,384,79,103,"multi",3
"NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III","KINGS",239,180,7,47,"multi",1
"NEW VISIONS CHARTER HS-HUMANITIES IV","QUEENS",190,150,2,36,"multi",6
"NEW VISIONS CHTR HS-ADV MA/SCI IV","QUEENS",471,367,13,79,"multi",7
"NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS","KINGS",579,168,10,130,"multi",22
"NEW WORLD HIGH SCHOOL","BRONX",385,369,265,27,"multi",1
"NEW YORK CENTER FOR AUTISM CHARTER SCHOOL","NEW YORK",39,36,1,39,"multi",1
"NEW YORK CITY ACADEMY FOR DISCOVERY","QUEENS",360,304,65,82,"multi",5
"NEW YORK CITY MONTESSORI CHARTER SCHOOL","BRONX",281,243,50,75,"multi",6
"NEW YORK FRENCH-AMERICAN CHARTER SCHOOL","NEW YORK",282,200,62,37,"multi",8
"NEWCOMER ACADEMY AT LAFAYETTE","ERIE",260,251,237,2,"multi",1
"NEWCOMERS HIGH SCHOOL","QUEENS",823,728,640,7,"multi",0
"NEWTOWN HIGH SCHOOL","QUEENS",1767,1376,403,247,"multi",21
"NORTH COLLINS ELEMENTARY SCHOOL","ERIE",288,117,3,38,"multi",7
"NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL","ERIE",274,112,3,57,"multi",0
"NORTH PARK COMMUNITY SCHOOL #50","ERIE",31,12,2,13,"multi",3
"NORTH QUEENS COMMUNITY HIGH SCHOOL","QUEENS",169,128,8,35,"multi",0
"NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL","MONROE",568,524,64,121,"multi",1
"NORTHSIDE CHARTER HIGH SCHOOL","KINGS",389,303,22,80,"multi",5
"NORTHSIDE SCHOOL","MONROE",545,92,37,65,"multi",14
"NORTHSIDE SCHOOL","MONROE",635,165,0,72,"multi",27
"NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL","MONROE",261,249,31,102,"multi",0
"NORTHWOOD ELEMENTARY SCHOOL","ERIE",850,184,21,63,"multi",23
"NORTHWOOD ELEMENTARY SCHOOL","MONROE",850,184,21,63,"multi",23
"NORTHWOOD ELEMENTARY SCHOOL","ERIE",494,272,32,68,"multi",26
"NORTHWOOD ELEMENTARY SCHOOL","MONROE",494,272,32,68,"multi",26
"NY CENTER FOR AUTISM CS - BRONX","BRONX",20,16,1,20,"multi",0
"NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES","BRONX",444,415,46,93,"multi",1
"NYC CHARTER SCHOOL OF THE ARTS","NEW YORK",273,125,2,61,"multi",12
"NYC ISCHOOL","NEW YORK",463,159,5,81,"multi",21
"NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES","NEW YORK",471,131,3,96,"multi",30
"NYC LAB MS FOR COLLABORATIVE STUDIES","NEW YORK",563,198,9,83,"multi",33
"NYC MUSEUM SCHOOL","NEW YORK",451,256,4,96,"multi",6
"OCEAN HILL COLLEGIATE CHARTER SCHOOL","KINGS",387,319,11,63,"multi",5
"ODYSSEY ACADEMY","MONROE",1030,661,27,141,"multi",39
"OLYMPIA HIGH SCHOOL","MONROE",1065,747,42,144,"multi",58
"OLYMPUS ACADEMY","KINGS",189,161,3,43,"multi",0
"ONE WORLD MIDDLE SCHOOL AT EDENWALD","BRONX",341,302,22,97,"multi",0
"OPPORTUNITY CHARTER SCHOOL","NEW YORK",485,433,61,299,"multi",0
"ORCHARD PARK HIGH SCHOOL","ERIE",1490,194,3,182,"multi",7
"ORCHARD PARK MIDDLE SCHOOL","ERIE",1142,176,9,184,"multi",23
"ORIGINS HIGH SCHOOL","KINGS",408,334,108,55,"multi",4
"OUR WORLD NEIGHBORHOOD CHARTER SCHOOL","QUEENS",734,546,43,89,"multi",21
"OUR WORLD NEIGHBORHOOD CS 2","QUEENS",95,66,6,14,"multi",0
"PACE HIGH SCHOOL","NEW YORK",577,458,16,118,"multi",23
"PADDY HILL ELEMENTARY SCHOOL","MONROE",561,224,25,19,"multi",36
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL","QUEENS",414,358,344,12,"multi",0
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE","BRONX",436,432,371,15,"multi",0
"PARK EAST HIGH SCHOOL","NEW YORK",390,317,16,72,"multi",12
"PARK ROAD SCHOOL","MONROE",419,18,0,65,"multi",33
"PARK SLOPE COLLEGIATE","KINGS",703,467,50,158,"multi",16
"PARKDALE ELEMENTARY SCHOOL","ERIE",614,96,1,87,"multi",12
"PARKSIDE PREPARATORY ACADEMY","KINGS",473,426,52,94,"multi",0
"PATHWAYS ACADEMY","ERIE",248,214,29,71,"multi",6
"PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL","QUEENS",579,440,18,85,"multi",6
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL","KINGS",573,422,13,117,"multi",10
"PAUL ROAD SCHOOL","MONROE",393,169,1,52,"multi",42
"PAULA HEDBAVNY SCHOOL","NEW YORK",554,377,83,119,"multi",12
"PAVE ACADEMY CHARTER SCHOOL","KINGS",478,429,45,107,"multi",0
"PECK SLIP SCHOOL (THE)","NEW YORK",434,61,7,95,"multi",49
"PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT","BRONX",327,287,48,76,"multi",0
"PELHAM GARDENS MIDDLE SCHOOL","BRONX",474,363,42,115,"multi",2
"PELHAM LAB HIGH SCHOOL","BRONX",458,349,69,110,"multi",3
"PELHAM PREPARATORY ACADEMY","BRONX",514,382,31,129,"multi",5
"PENFIELD SENIOR HIGH SCHOOL","MONROE",1377,306,7,152,"multi",50
"PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL","QUEENS",315,265,24,40,"multi",5
"PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL","KINGS",389,353,68,87,"multi",1
"PERSISTENCE PREP ACADEMY CHARTER SCH","ERIE",102,87,0,0,"multi",6
"PINE BROOK ELEMENTARY SCHOOL","MONROE",561,205,14,50,"multi",17
"PINEHURST ELEMENTARY SCHOOL","ERIE",638,98,0,75,"multi",17
"PIONEER ACADEMY","QUEENS",901,858,337,211,"multi",1
"PITTSFORD SUTHERLAND HIGH SCHOOL","MONROE",929,51,5,114,"multi",40
"PITTSFORD-MENDON HIGH SCHOOL","MONROE",1036,41,0,91,"multi",38
"PLANK ROAD NORTH ELEMENTARY SCHOOL","MONROE",524,151,19,27,"multi",14
"PLANK ROAD SOUTH ELEMENTARY SCHOOL","MONROE",604,84,19,32,"multi",23
"PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL","QUEENS",577,419,15,100,"multi",1
"PROFESSIONAL PATHWAYS HIGH SCHOOL","KINGS",210,166,7,46,"multi",2
"PROFESSIONAL PERFORMING ARTS HIGH SCHOOL","NEW YORK",563,207,1,92,"multi",35
"PROFESSOR JUAN BOSCH PUBLIC SCHOOL","NEW YORK",285,193,31,72,"multi",4
"PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS","KINGS",667,570,135,143,"multi",12
"PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL","BRONX",214,197,15,41,"multi",0
"PS 1 ALFRED E SMITH","NEW YORK",267,211,56,84,"multi",2
"PS 1 BERGEN (THE)","KINGS",1073,908,455,207,"multi",1
"PS 1 COURTLANDT SCHOOL","BRONX",556,538,156,160,"multi",1
"PS 100 CONEY ISLAND SCHOOL (THE)","KINGS",781,392,163,144,"multi",6
"PS 100 GLEN MORRIS","QUEENS",879,536,78,182,"multi",15
"PS 100 ISAAC CLASON","BRONX",514,435,43,178,"multi",9
"PS 101 SCHOOL IN THE GARDENS","QUEENS",652,98,24,103,"multi",51
"PS 101 VERRAZANO (THE)","KINGS",872,549,184,234,"multi",5
"PS 102 BAYVIEW","QUEENS",1250,1055,172,193,"multi",10
"PS 102 BAYVIEW (THE)","KINGS",1422,889,191,294,"multi",32
"PS 102 JACQUES CARTIER","NEW YORK",237,229,26,74,"multi",4
"PS 103 HECTOR FONTANEZ","BRONX",1013,903,179,257,"multi",4
"PS 104 BAYS WATER (THE)","QUEENS",585,472,78,132,"multi",1
"PS 105 BAY SCHOOL (THE)","QUEENS",801,705,41,268,"multi",5
"PS 105 BLYTHEBOURNE (THE)","KINGS",1424,1274,631,113,"multi",0
"PS 105 SENATOR ABRAHAM BERNSTEIN","BRONX",980,902,264,205,"multi",5
"PS 106","QUEENS",190,183,18,63,"multi",3
"PS 106 EDWARD EVERETT HALE","KINGS",372,357,113,120,"multi",1
"PS 106 PARKCHESTER","BRONX",1052,816,175,242,"multi",5
"PS 107","BRONX",516,508,60,208,"multi",1
"PS 107 JOHN W KIMBALL","KINGS",553,53,16,87,"multi",13
"PS 107 THOMAS A DOOLEY","QUEENS",862,651,217,148,"multi",5
"PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX","NEW YORK",411,371,31,150,"multi",1
"PS 108 CAPT VINCENT G FOWLER","QUEENS",1374,1121,134,244,"multi",7
"PS 108 PHILIP J ABINANTI","BRONX",574,445,76,95,"multi",7
"PS 108 SAL ABBRACCIAMENTO","KINGS",840,682,90,236,"multi",4
"PS 109","KINGS",552,466,28,160,"multi",3
"PS 109 SEDGWICK","BRONX",565,518,141,136,"multi",0
"PS 11 HIGHBRIDGE","BRONX",553,512,132,150,"multi",0
"PS 11 KATHRYN PHELAN","QUEENS",966,638,207,204,"multi",20
"PS 11 PURVIS J BEHAN","KINGS",828,345,12,94,"multi",59
"PS 11 WILLIAM T HARRIS","NEW YORK",860,272,28,144,"multi",71
"PS 110","QUEENS",894,829,368,183,"multi",0
"PS 110 FLORENCE NIGHTINGALE","NEW YORK",342,194,8,49,"multi",11
"PS 110 THE MONITOR","KINGS",469,126,39,52,"multi",7
"PS 110 THEODORE SCHOENFELD","BRONX",387,378,70,99,"multi",3
"PS 111 ADOLPH S OCHS","NEW YORK",361,212,38,93,"multi",9
"PS 111 JACOB BLACKWELL","QUEENS",311,285,37,103,"multi",2
"PS 111 SETON FALLS","BRONX",608,547,35,180,"multi",5
"PS 112 BRONXWOOD","BRONX",371,352,20,87,"multi",0
"PS 112 DUTCH KILLS","QUEENS",395,337,64,61,"multi",2
"PS 112 JOSE CELSO BARBOSA","NEW YORK",271,217,61,117,"multi",2
"PS 112 LEFFERTS PARK","KINGS",663,469,147,134,"multi",2
"PS 114 LUIS LORENS TORRES SCHOOL","BRONX",717,686,213,159,"multi",1
"PS 114 RYDER ELEMENTARY","KINGS",482,385,67,125,"multi",3
"PS 115 ALEXANDER HUMBOLDT","NEW YORK",414,400,119,91,"multi",0
"PS 115 DANIEL MUCATEL SCHOOL","KINGS",813,518,71,165,"multi",3
"PS 115 GLEN OAKS","QUEENS",720,275,46,94,"multi",23
"PS 116 ELIZABETH L FARRELL","KINGS",356,323,99,88,"multi",1
"PS 116 MARY LINDLEY MURRAY","NEW YORK",450,157,22,85,"multi",24
"PS 117 J KELD/BRIARWOOD SCHOOL","QUEENS",907,614,126,194,"multi",17
"PS 118 LORRAINE HANSBERRY","QUEENS",421,312,37,93,"multi",2
"PS 119","BRONX",773,656,221,146,"multi",5
"PS 119 AMERSFORT","KINGS",414,300,35,76,"multi",11
"PS 12 JAMES B COLGATE","QUEENS",1161,1010,345,191,"multi",5
"PS 120","QUEENS",939,699,378,134,"multi",6
"PS 120 CARLOS TAPIA","KINGS",348,304,61,91,"multi",3
"PS 121","QUEENS",848,667,38,114,"multi",15
"PS 121 NELSON A ROCKEFELLER","KINGS",340,226,76,96,"multi",5
"PS 121 THROOP","BRONX",793,566,39,159,"multi",1
"PS 122 MAMIE FAY","QUEENS",1327,639,99,123,"multi",55
"PS 123","QUEENS",620,522,46,132,"multi",4
"PS 123 MAHALIA JACKSON","NEW YORK",420,402,77,122,"multi",1
"PS 123 SUYDAM","KINGS",544,514,193,100,"multi",1
"PS 124 OSMOND A CHURCH","QUEENS",1133,697,82,157,"multi",9
"PS 124 SILAS B DUTCHER","KINGS",265,187,53,64,"multi",10
"PS 124 YUNG WING","NEW YORK",614,339,169,84,"multi",14
"PS 125 RALPH BUNCHE","NEW YORK",249,177,5,53,"multi",10
"PS 126 DR MARJORIE H DUNBAR","BRONX",512,486,149,100,"multi",0
"PS 126 JACOB AUGUST RIIS","NEW YORK",691,533,105,151,"multi",19
"PS 127 AEROSPACE SCIENCE MAGNET","QUEENS",1224,1058,348,227,"multi",4
"PS 127 MCKINLEY PARK","KINGS",502,410,116,124,"multi",4
"PS 128 AUDUBON","NEW YORK",521,482,127,123,"multi",0
"PS 128 BENSONHURST","KINGS",466,397,211,94,"multi",2
"PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY","QUEENS",953,267,32,140,"multi",4
"PS 129 JOHN H FINLEY","NEW YORK",353,328,30,110,"multi",5
"PS 129 PATRICIA LARKIN","QUEENS",1079,821,237,176,"multi",5
"PS 13 CLEMENT C MOORE","QUEENS",1519,1133,449,230,"multi",12
"PS 13 ROBERTO CLEMENTE","KINGS",416,393,40,118,"multi",0
"PS 130","QUEENS",385,172,53,75,"multi",10
"PS 130 ABRAM STEVENS HEWITT","BRONX",402,361,81,129,"multi",0
"PS 130 HERNANDO DE SOTO","NEW YORK",821,382,136,145,"multi",28
"PS 130 THE PARKSIDE","KINGS",769,296,64,183,"multi",34
"PS 131","KINGS",913,789,293,197,"multi",0
"PS 131 ABIGAIL ADAMS","QUEENS",745,673,117,91,"multi",7
"PS 132 CONSELYEA SCHOOL (THE)","KINGS",683,293,49,103,"multi",14
"PS 132 GARRETT A MORGAN","BRONX",351,323,50,97,"multi",0
"PS 132 JUAN PABLO DUARTE","NEW YORK",241,212,109,64,"multi",0
"PS 132 RALPH BUNCHE","QUEENS",337,257,14,81,"multi",2
"PS 133","QUEENS",535,310,43,95,"multi",10
"PS 133 FRED R MOORE","NEW YORK",198,185,22,97,"multi",3
"PS 133 WILLIAM A BUTLER","KINGS",700,240,37,123,"multi",54
"PS 134","KINGS",584,517,95,87,"multi",2
"PS 134 GEORGE F BRISTOW","BRONX",572,560,101,122,"multi",6
"PS 134 HENRIETTA SZOLD","NEW YORK",260,242,23,123,"multi",1
"PS 134 HOLLIS","QUEENS",317,231,41,65,"multi",1
