"school_name","county","total","n_amind","n_asian","n_black","n_hisp","n_white","n_multi","n_ed","n_ell","n_swd"
"PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL","QUEENS",577,4,19,519,32,2,1,419,15,100
"PROFESSIONAL PATHWAYS HIGH SCHOOL","KINGS",210,2,23,55,69,59,2,166,7,46
"PROFESSIONAL PERFORMING ARTS HIGH SCHOOL","NEW YORK",563,2,39,116,115,256,35,207,1,92
"PROFESSOR JUAN BOSCH PUBLIC SCHOOL","NEW YORK",285,0,3,6,229,43,4,193,31,72
"PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS","KINGS",667,3,4,181,459,8,12,570,135,143
"PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL","BRONX",214,63,1,20,130,0,0,197,15,41
"PS 1 ALFRED E SMITH","NEW YORK",267,1,134,46,79,5,2,211,56,84
"PS 1 BERGEN (THE)","KINGS",1073,3,79,9,948,33,1,908,455,207
"PS 1 COURTLANDT SCHOOL","BRONX",556,0,3,128,419,5,1,538,156,160
"PS 100 CONEY ISLAND SCHOOL (THE)","KINGS",781,4,30,22,41,678,6,392,163,144
"PS 100 GLEN MORRIS","QUEENS",879,297,290,61,180,36,15,536,78,182
"PS 100 ISAAC CLASON","BRONX",514,4,3,142,349,7,9,435,43,178
"PS 101 SCHOOL IN THE GARDENS","QUEENS",652,0,190,19,117,275,51,98,24,103
"PS 101 VERRAZANO (THE)","KINGS",872,3,454,11,142,257,5,549,184,234
"PS 102 BAYVIEW","QUEENS",1250,7,767,38,392,36,10,1055,172,193
"PS 102 BAYVIEW (THE)","KINGS",1422,9,226,15,383,757,32,889,191,294
"PS 102 JACQUES CARTIER","NEW YORK",237,7,24,75,114,13,4,229,26,74
"PS 103 HECTOR FONTANEZ","BRONX",1013,29,28,468,453,31,4,903,179,257
"PS 104 BAYS WATER (THE)","QUEENS",585,7,16,237,299,25,1,472,78,132
"PS 105 BAY SCHOOL (THE)","QUEENS",801,6,23,486,273,8,5,705,41,268
"PS 105 BLYTHEBOURNE (THE)","KINGS",1424,1,1310,5,67,41,0,1274,631,113
"PS 105 SENATOR ABRAHAM BERNSTEIN","BRONX",980,13,92,108,616,146,5,902,264,205
"PS 106","QUEENS",190,4,6,119,51,7,3,183,18,63
"PS 106 EDWARD EVERETT HALE","KINGS",372,1,3,39,324,4,1,357,113,120
"PS 106 PARKCHESTER","BRONX",1052,17,376,256,360,38,5,816,175,242
"PS 107","BRONX",516,2,2,160,343,8,1,508,60,208
"PS 107 JOHN W KIMBALL","KINGS",553,0,50,23,60,407,13,53,16,87
"PS 107 THOMAS A DOOLEY","QUEENS",862,3,467,14,280,93,5,651,217,148
"PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX","NEW YORK",411,5,14,136,244,11,1,371,31,150
"PS 108 CAPT VINCENT G FOWLER","QUEENS",1374,3,427,80,778,79,7,1121,134,244
"PS 108 PHILIP J ABINANTI","BRONX",574,4,77,26,239,221,7,445,76,95
"PS 108 SAL ABBRACCIAMENTO","KINGS",840,17,52,79,681,7,4,682,90,236
"PS 109","KINGS",552,7,10,435,83,14,3,466,28,160
"PS 109 SEDGWICK","BRONX",565,1,0,104,458,2,0,518,141,136
"PS 11 HIGHBRIDGE","BRONX",553,2,3,164,381,3,0,512,132,150
"PS 11 KATHRYN PHELAN","QUEENS",966,10,351,16,473,96,20,638,207,204
"PS 11 PURVIS J BEHAN","KINGS",828,7,17,523,114,108,59,345,12,94
"PS 11 WILLIAM T HARRIS","NEW YORK",860,2,136,51,204,396,71,272,28,144
"PS 110","QUEENS",894,2,68,2,818,4,0,829,368,183
"PS 110 FLORENCE NIGHTINGALE","NEW YORK",342,1,51,36,155,88,11,194,8,49
"PS 110 THE MONITOR","KINGS",469,0,30,8,88,336,7,126,39,52
"PS 110 THEODORE SCHOENFELD","BRONX",387,0,1,137,219,27,3,378,70,99
"PS 111 ADOLPH S OCHS","NEW YORK",361,2,59,51,173,67,9,212,38,93
"PS 111 JACOB BLACKWELL","QUEENS",311,6,13,155,126,9,2,285,37,103
"PS 111 SETON FALLS","BRONX",608,2,8,367,216,10,5,547,35,180
"PS 112 BRONXWOOD","BRONX",371,0,0,196,167,8,0,352,20,87
"PS 112 DUTCH KILLS","QUEENS",395,5,124,88,143,33,2,337,64,61
"PS 112 JOSE CELSO BARBOSA","NEW YORK",271,1,7,62,184,15,2,217,61,117
"PS 112 LEFFERTS PARK","KINGS",663,0,249,2,244,166,2,469,147,134
"PS 114 LUIS LORENS TORRES SCHOOL","BRONX",717,8,25,159,503,21,1,686,213,159
"PS 114 RYDER ELEMENTARY","KINGS",482,1,5,386,64,23,3,385,67,125
"PS 115 ALEXANDER HUMBOLDT","NEW YORK",414,2,5,3,390,14,0,400,119,91
"PS 115 DANIEL MUCATEL SCHOOL","KINGS",813,11,27,662,67,43,3,518,71,165
"PS 115 GLEN OAKS","QUEENS",720,11,506,39,93,48,23,275,46,94
"PS 116 ELIZABETH L FARRELL","KINGS",356,1,6,14,332,2,1,323,99,88
"PS 116 MARY LINDLEY MURRAY","NEW YORK",450,2,99,47,92,186,24,157,22,85
"PS 117 J KELD/BRIARWOOD SCHOOL","QUEENS",907,34,300,85,335,136,17,614,126,194
"PS 118 LORRAINE HANSBERRY","QUEENS",421,9,22,311,66,11,2,312,37,93
"PS 119","BRONX",773,40,219,78,368,63,5,656,221,146
"PS 119 AMERSFORT","KINGS",414,4,73,247,64,15,11,300,35,76
"PS 12 JAMES B COLGATE","QUEENS",1161,6,640,1,471,38,5,1010,345,191
"PS 120","QUEENS",939,1,779,4,140,9,6,699,378,134
"PS 120 CARLOS TAPIA","KINGS",348,1,5,68,260,11,3,304,61,91
"PS 121","QUEENS",848,112,456,142,107,16,15,667,38,114
"PS 121 NELSON A ROCKEFELLER","KINGS",340,2,63,12,145,113,5,226,76,96
"PS 121 THROOP","BRONX",793,6,67,436,241,42,1,566,39,159
"PS 122 MAMIE FAY","QUEENS",1327,9,357,52,252,602,55,639,99,123
"PS 123","QUEENS",620,54,75,350,119,18,4,522,46,132
"PS 123 MAHALIA JACKSON","NEW YORK",420,10,9,209,175,16,1,402,77,122
"PS 123 SUYDAM","KINGS",544,4,32,12,484,11,1,514,193,100
"PS 124 OSMOND A CHURCH","QUEENS",1133,87,534,215,250,38,9,697,82,157
"PS 124 SILAS B DUTCHER","KINGS",265,0,64,7,149,35,10,187,53,64
"PS 124 YUNG WING","NEW YORK",614,0,581,0,11,8,14,339,169,84
"PS 125 RALPH BUNCHE","NEW YORK",249,1,8,99,94,37,10,177,5,53
"PS 126 DR MARJORIE H DUNBAR","BRONX",512,1,4,115,384,8,0,486,149,100
"PS 126 JACOB AUGUST RIIS","NEW YORK",691,2,447,58,119,46,19,533,105,151
"PS 127 AEROSPACE SCIENCE MAGNET","QUEENS",1224,3,158,121,917,21,4,1058,348,227
"PS 127 MCKINLEY PARK","KINGS",502,1,204,3,119,171,4,410,116,124
"PS 128 AUDUBON","NEW YORK",521,4,5,18,486,8,0,482,127,123
"PS 128 BENSONHURST","KINGS",466,1,126,5,99,233,2,397,211,94
"PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY","QUEENS",953,2,38,6,188,715,4,267,32,140
"PS 129 JOHN H FINLEY","NEW YORK",353,6,7,177,153,5,5,328,30,110
"PS 129 PATRICIA LARKIN","QUEENS",1079,8,369,17,553,127,5,821,237,176
"PS 13 CLEMENT C MOORE","QUEENS",1519,12,454,127,850,64,12,1133,449,230
"PS 13 ROBERTO CLEMENTE","KINGS",416,8,16,272,109,11,0,393,40,118
"PS 130","QUEENS",385,1,204,13,78,79,10,172,53,75
"PS 130 ABRAM STEVENS HEWITT","BRONX",402,2,3,91,297,9,0,361,81,129
"PS 130 HERNANDO DE SOTO","NEW YORK",821,1,720,8,40,24,28,382,136,145
"PS 130 THE PARKSIDE","KINGS",769,9,137,44,171,374,34,296,64,183
"PS 131","KINGS",913,8,321,11,496,77,0,789,293,197
"PS 131 ABIGAIL ADAMS","QUEENS",745,11,571,41,77,38,7,673,117,91
"PS 132 CONSELYEA SCHOOL (THE)","KINGS",683,8,46,102,228,285,14,293,49,103
"PS 132 GARRETT A MORGAN","BRONX",351,1,1,163,182,4,0,323,50,97
"PS 132 JUAN PABLO DUARTE","NEW YORK",241,0,0,5,232,4,0,212,109,64
"PS 132 RALPH BUNCHE","QUEENS",337,2,3,304,24,2,2,257,14,81
"PS 133","QUEENS",535,8,339,35,95,48,10,310,43,95
"PS 133 FRED R MOORE","NEW YORK",198,3,8,84,92,8,3,185,22,97
"PS 133 WILLIAM A BUTLER","KINGS",700,1,26,178,231,210,54,240,37,123
"PS 134","KINGS",584,7,273,21,48,233,2,517,95,87
"PS 134 GEORGE F BRISTOW","BRONX",572,6,8,222,316,14,6,560,101,122
"PS 134 HENRIETTA SZOLD","NEW YORK",260,2,26,67,156,8,1,242,23,123
"PS 134 HOLLIS","QUEENS",317,8,15,234,55,4,1,231,41,65
"PS 135 SHELDON A BROOKNER","KINGS",480,3,5,390,35,42,5,417,41,71
"PS 136 ROY WILKINS","QUEENS",536,3,14,457,52,9,1,387,32,88
"PS 138","KINGS",510,3,9,414,57,25,2,448,43,114
"PS 138 SAMUEL RANDALL","BRONX",594,12,17,162,396,4,3,521,49,149
"PS 139 ALEXINE A FENTY","KINGS",887,7,169,219,376,94,22,718,139,178
"PS 139 REGO PARK","QUEENS",735,5,206,18,193,293,20,447,158,130
"PS 14 FAIRVIEW","QUEENS",1575,4,92,35,1411,27,6,1315,533,303
"PS 14 SENATOR JOHN CALANDRA","BRONX",579,4,26,35,388,116,10,395,40,142
"PS 140 EDWARD K ELLINGTON","QUEENS",447,8,31,295,94,12,7,403,29,95
"PS 140 NATHAN STRAUS","NEW YORK",373,0,19,49,297,8,0,324,44,142
"PS 140 THE EAGLE SCHOOL","BRONX",567,2,1,216,338,7,3,546,54,148
"PS 142 AMALIA CASTRO","NEW YORK",304,4,7,43,245,3,2,292,26,122
"PS 143 LOUIS ARMSTRONG","QUEENS",1364,6,53,14,1277,13,1,1294,777,333
"PS 144 COL JEROMUS REMSEN","QUEENS",849,2,291,10,152,326,68,190,43,126
"PS 145 ANDREW JACKSON","KINGS",480,2,1,24,448,5,0,434,86,90
"PS 145 BLOOMINGDALE SCHOOL (THE)","NEW YORK",343,1,3,90,204,40,5,275,43,110
"PS 146","KINGS",642,1,30,119,148,264,80,215,28,217
"PS 146 ANN M SHORT","NEW YORK",333,0,17,79,230,7,0,326,64,148
"PS 146 EDWARD COLLINS","BRONX",336,1,0,134,195,3,3,328,43,88
"PS 146 HOWARD BEACH","QUEENS",590,7,33,8,231,309,2,291,13,148
"PS 147 ISSAC REMSEN","KINGS",308,1,13,55,189,31,19,233,45,67
"PS 148","QUEENS",729,1,113,5,589,20,1,577,242,156
"PS 149 CHRISTA MCAULIFFE","QUEENS",971,6,93,12,832,27,1,744,366,197
"PS 149 DANNY KAYE","KINGS",582,3,21,336,210,9,3,548,43,144
"PS 149 SOJOURNER TRUTH","NEW YORK",211,5,8,125,62,11,0,208,40,61
"PS 15 INSTITUTE FOR ENVIRONMENTAL LEARNING","BRONX",475,2,7,55,408,0,3,375,53,105
"PS 15 JACKIE ROBINSON","QUEENS",398,6,3,355,30,1,3,302,16,74
"PS 15 PATRICK F DALY","KINGS",400,1,5,149,182,45,18,309,24,151
"PS 15 ROBERTO CLEMENTE","NEW YORK",158,1,19,44,88,6,0,131,8,36
"PS 150","QUEENS",172,0,38,1,16,102,15,30,4,25
"PS 150","NEW YORK",172,0,38,1,16,102,15,30,4,25
"PS 150","QUEENS",981,9,251,10,468,205,38,526,163,130
"PS 150","NEW YORK",981,9,251,10,468,205,38,526,163,130
"PS 150 CHARLES JAMES FOX","BRONX",749,2,4,150,574,18,1,704,179,188
"PS 150 CHRISTOPHER","KINGS",154,3,1,94,51,3,2,148,10,58
"PS 151 LYNDON B JOHNSON","KINGS",259,1,2,30,212,14,0,245,87,56
"PS 151 MARY D CARTER","QUEENS",332,5,52,90,169,16,0,310,34,104
"PS 152 DYCKMAN VALLEY","NEW YORK",495,0,2,15,463,5,10,461,141,111
"PS 152 EVERGREEN","BRONX",815,7,13,136,649,7,3,741,218,223
"PS 152 GWENDOLYN N ALLEYNE SCHOOL","QUEENS",946,16,494,4,394,36,2,725,250,135
"PS 153 ADAM CLAYTON POWELL","NEW YORK",491,2,14,86,369,18,2,444,156,79
"PS 153 HELEN KELLER","BRONX",605,5,84,346,143,23,4,371,10,76
"PS 153 HOMECREST","KINGS",487,16,134,7,178,150,2,390,134,120
"PS 153 MASPETH ELEMENTARY","QUEENS",1086,8,114,9,492,454,9,708,109,208
"PS 154","QUEENS",629,9,306,58,171,72,13,496,103,131
"PS 154 HARRIET TUBMAN","NEW YORK",237,2,18,126,78,11,2,228,44,74
"PS 154 JONATHAN D HYATT","BRONX",298,3,1,126,164,3,1,288,28,75
"PS 155","QUEENS",497,116,143,110,112,7,9,447,32,83
"PS 155 WILLIAM PACA","NEW YORK",219,4,2,19,191,1,2,214,94,87
"PS 156 LAURELTON","QUEENS",219,1,6,195,14,1,2,150,14,37
"PS 156 WAVERLY","KINGS",595,3,6,468,111,3,4,539,11,146
"PS 157 GROVE HILL","BRONX",580,26,1,171,379,2,1,556,50,136
"PS 158 BAYLARD TAYLOR","NEW YORK",726,6,91,16,59,514,40,95,43,120
"PS 158 WARWICK","KINGS",476,6,6,226,230,7,1,427,40,105
"PS 159","QUEENS",610,2,376,7,87,131,7,290,111,95
"PS 159 ISAAC PITKIN","KINGS",751,18,309,210,202,8,4,643,141,139
"PS 159 LUIS MUMOZ MARIN BILING","BRONX",195,1,0,23,167,3,1,171,59,36
"PS 16 LEONARD DUNKLY","KINGS",213,0,0,78,131,3,1,192,7,75
"PS 16 NANCY DEBENEDITTIS SCHOOL (THE)","QUEENS",1511,6,113,2,1369,21,0,1316,675,302
"PS 16 WAKEFIELD","BRONX",301,21,17,139,114,8,2,280,34,78
"PS 160 WALT DISNEY","BRONX",334,3,7,201,108,5,10,238,14,97
"PS 160 WALTER FRANCIS BISHOP","QUEENS",558,65,86,269,114,9,15,450,62,121
"PS 160 WILLIAM T SAMPSON","KINGS",1276,1,1127,5,91,50,2,1111,772,176
"PS 161 ARTHUR ASHE SCHOOL","QUEENS",579,47,394,38,75,16,9,495,62,80
"PS 161 CROWN (THE)","KINGS",328,4,15,263,39,4,3,302,26,94
"PS 161 PEDRO ALBIZU CAMPOS","NEW YORK",805,4,14,165,598,21,3,766,192,220
"PS 161 PONCE DE LEON","BRONX",391,1,1,83,295,8,3,380,66,119
"PS 162 JOHN GOLDEN","QUEENS",647,4,459,11,76,84,13,398,131,103
"PS 163 ALFRED E SMITH","NEW YORK",516,0,32,96,212,146,30,262,27,106
"PS 163 ARTHUR A SCHOMBERG","BRONX",453,3,4,162,278,6,0,446,171,126
"PS 163 BATH BEACH","KINGS",605,1,168,11,222,201,2,502,126,129
"PS 163 FLUSHING HEIGHTS","QUEENS",744,2,605,7,112,9,9,595,317,119
"PS 164 CAESAR RODNEY","KINGS",649,5,287,8,259,88,2,534,85,131
"PS 164 QUEENS VALLEY","QUEENS",646,4,205,33,170,229,5,479,94,125
"PS 165 EDITH K BERGTRAUM","QUEENS",686,4,370,77,135,91,9,467,83,178
"PS 165 IDA POSNER","KINGS",154,0,0,122,25,6,1,149,3,57
"PS 165 ROBERT E SIMON","NEW YORK",397,2,16,54,232,89,4,269,49,88
"PS 166 HENRY GRADSTEIN","QUEENS",964,11,226,41,409,248,29,641,142,120
"PS 166 RICHARD ROGERS SCHOOL OF THE ARTS & SCIENCE (THE)","NEW YORK",638,1,79,27,107,366,58,99,15,67
"PS 169 BAY TERRACE","QUEENS",393,1,133,19,107,122,11,142,28,72
"PS 169 SUNSET PARK","KINGS",1412,8,875,14,457,54,4,1303,653,271
"PS 17","ERIE",348,0,22,201,66,47,12,319,42,103
"PS 17 HENRY D WOODWORTH","KINGS",272,1,3,13,228,26,1,195,60,104
"PS 17 HENRY DAVID THOREAU","QUEENS",531,9,78,58,279,100,7,379,134,121
"PS 170","BRONX",233,3,4,54,170,2,0,199,62,51
"PS 171 PATRICK HENRY","NEW YORK",706,7,56,197,407,26,13,502,19,168
"PS 171 PETER G VAN ALST","QUEENS",416,4,77,121,184,28,2,389,89,105
"PS 172 BEACON SCHOOL OF EXCELLENCE","KINGS",543,1,41,22,398,78,3,462,143,187
"PS 173","NEW YORK",408,1,15,13,373,6,0,345,64,93
"PS 173 FRESH MEADOW","QUEENS",929,5,545,15,107,242,15,521,109,160
"PS 174 WILLIAM SIDNEY MOUNT","QUEENS",652,5,231,19,164,205,28,228,76,71
"PS 175 CITY ISLAND","BRONX",311,1,14,28,123,138,7,161,11,64
"PS 175 HENRY H GARNET","NEW YORK",299,3,15,166,103,9,3,283,41,72
"PS 175 LYNN GROSS DISCOVERY SCHOOL (THE)","QUEENS",763,1,167,8,100,466,21,431,71,129
"PS 176 CAMBRIA HEIGHTS","QUEENS",704,110,26,519,36,7,6,471,6,90
"PS 176 OVINGTON","KINGS",1295,4,880,6,260,138,7,1109,296,167
"PS 177 MARLBORO (THE)","KINGS",907,11,269,7,284,332,4,700,313,180
"PS 178 DR SELMAN WAKSMAN","BRONX",414,1,14,248,122,25,4,322,19,95
"PS 178 SAINT CLAIR MCKELWAY","KINGS",275,7,5,208,44,11,0,242,20,65
"PS 179","BRONX",279,1,3,43,226,3,3,267,68,72
"PS 179 KENSINGTON","KINGS",783,8,426,28,191,128,2,657,335,148
"PS 18 EDWARD BUSH","KINGS",178,1,1,36,122,17,1,149,26,72
"PS 18 JOHN PETER ZENGER","BRONX",530,5,7,135,361,21,1,529,157,166
"PS 18 PARK TERRACE","NEW YORK",350,0,1,7,338,4,0,326,94,77
"PS 18 WINCHESTER","QUEENS",547,4,331,75,81,49,7,324,63,93
"PS 180 HUGO NEWMAN","NEW YORK",435,1,13,233,127,35,26,318,37,102
"PS 181","KINGS",612,10,10,510,65,14,3,485,89,130
"PS 181 BROOKFIELD","QUEENS",295,8,8,219,45,4,11,194,11,84
"PS 182","BRONX",714,5,42,163,469,32,3,624,59,148
"PS 182 SAMANTHA SMITH","QUEENS",714,17,208,86,388,11,4,678,263,139
"PS 183 DR RICHARD R GREEN","QUEENS",447,9,15,273,122,22,6,420,34,172
"PS 183 ROBERT L STEVENSON","NEW YORK",519,1,81,14,43,351,29,62,34,94
"PS 184 FLUSHING MANOR","QUEENS",485,4,219,1,68,187,6,238,59,92
"PS 184 NEWPORT","KINGS",494,5,1,344,138,5,1,488,20,149
"PS 184 SHUANG WEN","NEW YORK",639,3,449,27,81,46,33,443,99,117
"PS 185 EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL (THE)","NEW YORK",298,1,7,174,99,9,8,264,19,83
"PS 185 WALTER KASSENBROCK","KINGS",635,1,45,8,134,429,18,279,42,124
"PS 186 CASTLEWOOD","QUEENS",344,7,123,47,62,99,6,123,4,106
"PS 186 DR IRVING A GLADSTONE","KINGS",1057,6,434,2,289,321,5,810,360,198
"PS 188 ISLAND SCHOOL (THE)","NEW YORK",389,1,6,128,241,12,1,371,30,145
"PS 188 KINGSBURY","QUEENS",686,2,419,9,45,187,24,176,19,72
"PS 188 MICHAEL E BERDY","KINGS",360,2,16,176,129,29,8,320,29,103
"PS 189","NEW YORK",668,0,4,9,630,25,0,624,183,146
"PS 189 BILINGUAL CENTER (THE)","KINGS",1050,9,22,741,256,21,1,948,181,171
"PS 19 ASHER LEVY","NEW YORK",238,1,14,50,150,16,7,176,8,102
"PS 19 JUDITH K WEISS","BRONX",527,5,17,33,141,323,8,281,50,90
"PS 19 MARINO JEANTET","QUEENS",1893,4,97,8,1771,11,2,1690,1039,431
"PS 190 SHEFFIELD","KINGS",163,1,2,122,35,3,0,155,6,28
"PS 191 AMSTERDAM","NEW YORK",475,2,26,167,231,41,8,373,36,134
"PS 191 MAYFLOWER","QUEENS",346,1,251,12,50,24,8,226,48,45
"PS 191 PAUL ROBESON","KINGS",148,2,5,116,19,3,3,143,10,45
"PS 192 JACOB H SCHIFF","NEW YORK",345,1,1,30,302,11,0,315,114,84
"PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY","KINGS",610,3,103,11,289,204,0,506,178,143
"PS 193 ALFRED J KENNEDY","QUEENS",510,1,91,4,98,308,8,173,35,94
"PS 193 GIL HODGES","KINGS",682,34,114,288,98,134,14,488,129,158
"PS 194 COUNTEE CULLEN","NEW YORK",188,5,2,104,69,6,2,186,31,60
"PS 194 RAOUL WALLENBERG","KINGS",499,1,56,236,96,109,1,449,68,153
"PS 195","BRONX",839,12,20,111,691,3,2,777,274,198
"PS 195 MANHATTAN BEACH","KINGS",469,1,13,6,8,437,4,144,79,38
"PS 195 WILLIAM HABERLE","QUEENS",480,3,9,432,32,2,2,406,11,89
"PS 196","BRONX",851,21,8,119,691,12,0,755,300,197
"PS 196 GRAND CENTRAL PARKWAY","QUEENS",1009,3,380,22,111,427,66,271,66,147
"PS 196 TEN EYCK","KINGS",284,0,2,59,214,6,3,251,30,79
"PS 197 JOHN B RUSSWURM","NEW YORK",263,0,2,160,96,4,1,248,17,89
"PS 197 KINGS HIGHWAY ACADEMY (THE)","KINGS",696,9,104,65,79,434,5,442,220,133
"PS 197 OCEAN SCHOOL (THE)","QUEENS",445,9,7,186,224,17,2,427,98,122
"PS 198","KINGS",377,8,11,314,37,6,1,310,6,90
"PS 198 ISADOR E IDA STRAUS","NEW YORK",429,3,99,48,91,175,13,176,25,107
"PS 199 FREDERICK WACHTEL","KINGS",527,3,127,32,113,248,4,442,158,135
"PS 199 JESSIE ISADOR STRAUS","NEW YORK",821,1,131,37,76,514,62,114,20,163
"PS 199 MAURICE A FITZGERALD","QUEENS",719,8,232,16,412,46,5,498,255,150
"PS 199 THE SHAKESPEARE SCHOOL","BRONX",666,19,13,178,439,17,0,657,195,149
"PS 2 ALFRED ZIMBERG","QUEENS",566,2,116,21,203,217,7,413,90,116
"PS 2 MEYER LONDON","NEW YORK",458,0,353,36,65,4,0,429,152,122
"PS 20 ANNA SILVER","NEW YORK",439,3,127,56,224,16,13,302,62,120
"PS 20 CLINTON HILL","KINGS",429,2,12,198,94,103,20,267,23,75
"PS 20 JOHN BOWNE","QUEENS",1118,6,804,45,228,30,5,1003,399,169
"PS 20 PO GEORGE J WERDAN III","BRONX",968,16,80,109,713,49,1,931,251,292
"PS 200 BENSON SCHOOL","KINGS",1333,7,441,13,276,587,9,1094,367,191
"PS 200 JAMES MCCUNE SMITH SCHOOL (THE)","NEW YORK",314,7,2,199,97,5,4,292,35,105
"PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE)","QUEENS",442,8,73,171,173,13,4,321,41,123
"PS 202 ERNEST S JENKYNS","KINGS",305,3,9,181,100,10,2,293,38,85
"PS 203 FLOYD BENNETT SCHOOL","KINGS",587,5,54,428,67,20,13,411,57,155
"PS 203 OAKLAND GARDENS","QUEENS",858,0,644,14,82,98,20,367,134,89
"PS 204 MORRIS HEIGHTS","BRONX",598,0,8,166,418,4,2,517,78,145
"PS 204 VINCE LOMBARDI","KINGS",1090,5,579,4,207,291,4,794,152,200
"PS 205 ALEXANDER GRAHAM BELL","QUEENS",279,4,119,11,58,74,13,79,17,57
"PS 205 CLARION","KINGS",1248,6,724,16,260,242,0,837,300,260
"PS 205 FIORELLO LAGUARDIA","BRONX",936,5,19,110,748,52,2,844,225,214
"PS 206 HORACE HARDING SCHOOL (THE)","QUEENS",582,6,136,82,176,166,16,447,161,79
"PS 206 JOSE CELSO BARBOSA","NEW YORK",476,7,9,116,321,20,3,384,69,214
"PS 206 JOSEPH F LAMB","KINGS",1517,11,710,23,154,605,14,1072,361,200
"PS 207","BRONX",306,0,16,30,238,22,0,279,89,74
"PS 207 ELIZABETH G LEARY","KINGS",1145,7,166,389,182,379,22,547,46,230
"PS 207 ROCKWOOD PARK","QUEENS",605,2,25,9,108,457,4,178,5,138
"PS 208 ELSA EBELING","KINGS",327,1,6,294,18,6,2,288,11,100
"PS 209","BRONX",243,0,1,47,193,1,1,231,61,82
"PS 209 CLEARVIEW GARDENS","QUEENS",542,0,264,4,92,172,10,214,43,83
"PS 209 MARGARET MEAD","KINGS",668,3,204,19,166,266,10,494,143,202
"PS 21 CRISPUS ATTUCKS","KINGS",486,1,3,420,47,14,1,363,10,119
"PS 21 EDWARD HART","QUEENS",1259,2,798,12,370,65,12,960,330,168
"PS 21 PHILIP H SHERIDAN","BRONX",644,11,21,395,196,10,11,592,70,144
"PS 211","BRONX",548,1,1,75,464,3,4,506,106,125
"PS 212","QUEENS",162,1,0,46,113,1,1,160,50,31
"PS 212","BRONX",162,1,0,46,113,1,1,160,50,31
"PS 212","QUEENS",758,6,204,5,450,81,12,433,120,133
"PS 212","BRONX",758,6,204,5,450,81,12,433,120,133
"PS 212 LADY DEBORAH MOODY","KINGS",671,2,222,78,247,116,6,571,150,191
"PS 212 MIDTOWN WEST","NEW YORK",326,0,48,23,79,153,23,70,7,51
"PS 213 CARL ULLMAN SCHOOL (THE)","QUEENS",388,1,248,28,60,45,6,220,61,57
"PS 213 NEW LOTS","KINGS",229,5,11,152,48,11,2,212,23,44
"PS 214","BRONX",1058,10,27,259,739,14,9,918,154,228
"PS 214 CADWALLADER COLDEN","QUEENS",411,3,267,30,96,8,7,312,88,64
"PS 214 MICHAEL FRIEDSAM","KINGS",778,12,386,83,265,32,0,643,120,136
"PS 215 MORRIS H WEISS","KINGS",798,7,201,12,199,375,4,564,183,131
"PS 216 ARTURO TOSCANINI","KINGS",666,7,181,20,118,335,5,494,173,115
"PS 217 COLONEL DAVID MARCUS SCHOOL","KINGS",1091,5,576,94,183,200,33,853,287,161
"PS 219 KENNEDY-KING","KINGS",396,5,6,331,46,7,1,321,51,106
"PS 219 PAUL KLAPPER","QUEENS",590,5,285,41,174,84,1,428,96,189
"PS 22 THOMAS JEFFERSON","QUEENS",882,4,557,8,276,26,11,788,421,116
"PS 220 EDWARD MANDEL","QUEENS",665,4,211,40,152,238,20,469,155,79
"PS 221 NORTH HILLS SCHOOL (THE)","QUEENS",614,1,391,16,93,103,10,233,41,86
"PS 221 TOUSSAINT L'OUVERTURE","KINGS",251,0,0,219,27,5,0,204,12,48
"PS 222 KATHERINE R SNYDER","KINGS",882,3,187,121,159,390,22,466,92,213
"PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL","QUEENS",241,6,35,2,171,26,1,173,61,36
"PS 223 LYNDON B JOHNSON","QUEENS",499,49,64,280,96,5,5,449,29,128
"PS 224 HALE A WOODRUFF","KINGS",342,4,4,206,121,6,1,324,31,96
"PS 225 EILEEN E ZAGLIN (THE)","KINGS",951,9,201,21,318,399,3,789,390,204
"PS 226","BRONX",417,3,2,94,318,0,0,402,119,88
"PS 226 ALFRED DE B MASON","KINGS",960,6,291,15,294,350,4,782,261,185
"PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS","QUEENS",270,2,21,2,233,11,1,232,142,60
"PS 229 DYKER","KINGS",1207,3,728,23,148,295,10,697,142,186
"PS 229 EMANUEL KAPLAN","QUEENS",1373,3,511,27,560,267,5,970,103,293
"PS 23 CARTER G WOODSON","KINGS",253,4,3,126,114,4,2,231,21,98
"PS 23 NEW CHILDREN'S SCHOOL (THE)","BRONX",385,1,3,127,250,3,1,374,91,107
"PS 230 DORIS L COHEN","KINGS",1036,2,477,19,346,174,18,750,272,204
"PS 232 LINDENWOOD","QUEENS",921,4,85,76,447,295,14,536,37,209
